dt,activation_time,SSmax,qcmax,max_activated_fraction
0.1,0.0,0.0024839935957867874,1.6355128043206866e-06,0.08169637798186137
0.5,0.0,0.0024839935957867874,1.6355127986422681e-06,0.08169637798186137
1.0,0.0,0.0024839935957867874,1.6355127979514035e-06,0.08169637798186137
2.0,0.0,0.0024839935957867874,1.6355127976323412e-06,0.08169637798186137
