w1_ms,saturation_time_s,activation_time_s,sat_to_activation_s,fraction_at_activation,SSmax_percent,max_Nc_m3,qcmax_kgkg,max_w_ms,max_height_m
0.1,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,0.1,38.19716452543672
0.3,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,0.3,114.59149357631006
0.5,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,0.5,190.98582262718367
1.0,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,1.0,381.97164525436733
2.0,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,2.0,763.9432905087347
5.0,742.5,777.0,34.5,0.010072752622339228,1.363463556497426,50000000.0,0.00090708274285406,5.0,1909.8582262718367
