bio_N_m3,first_ice_time_s,max_Nice_m3,max_qice_kgkg,max_qcloud_kgkg,max_Si_percent,max_Sw_percent,time_max_qice_s,T_at_max_qice_K
1000.0,0.0,985.9498501809436,8.963173429739244e-06,9.916144108030064e-05,23.38130631770289,0.42497081542545,3600.0,253.31480201157845
2500.0,0.0,2464.871883798142,2.123271947113108e-05,9.715860640919192e-05,23.3795233559788,0.42233485355806,3600.0,253.34597181625875
10000.0,0.0,9859.405592906543,6.661238827454184e-05,8.982896439943774e-05,23.37180514130079,0.4098495969275,3600.0,253.45763940104064
50000.0,0.0,49293.485991235655,0.0001563285638435,5.5623011822617706e-05,23.28209303547526,0.34838747438204,3296.0,253.0455560102228
100000.0,0.0,98572.67870999264,0.0001975102134619,1.751852513861405e-05,23.07831598535051,0.32697441046735,3236.0,252.9117980665635
