time,height,w,temperature,qv,vapour_pressure,cloud_mass,rain_mass,surface_rain_rate,liquid_water_path,cond_rate,n_droplets,activated_fraction,S,Sc,droplet_radius,dr_dt
942.5,763.9432905087347,0.0,283.15,0.008618378599627222,1229.9896493179565,1.6214003728425489e-06,0.0,0.0,1.6214003728425489e-06,9.869918684694337e-11,70740.4206547686,0.0007074042065476861,0.0022980115621198532,0.002296387088233775,6.040923147028865e-06,3.044025738409052e-09
943.0,763.9432905087347,0.0,283.15,0.008618378550437325,1229.9896423711818,1.6214495627395204e-06,0.0,0.0,1.6214495627395204e-06,9.837979394284955e-11,70493.91123112054,0.0007049391123112054,0.0022980059013092773,0.002296387088233775,6.042444772678043e-06,3.0432512983576244e-09
943.5,763.9432905087347,0.0,283.15,0.008618378501406657,1229.9896354468867,1.6214985934081608e-06,0.0,0.0,1.6214985934081608e-06,9.80613372808347e-11,70248.19950353629,0.0007024819950353629,0.002298000258816891,0.002296387088233775,6.04396601141188e-06,3.042477467673609e-09
944.0,763.9432905087347,0.0,283.15,0.00861837845253475,1229.9896285450059,1.6215474653154223e-06,0.0,0.0,1.6215474653154223e-06,9.774381452302105e-11,70003.28315640689,0.0007000328315640689,0.0022979946345895183,0.002296387088233775,6.0454868635346415e-06,3.0417042455243102e-09
944.5,763.9432905087347,0.0,283.15,0.00861837840382114,1229.9896216654734,1.6215961789270693e-06,0.0,0.0,1.6215961789270693e-06,9.742722329395318e-11,69759.15984985566,0.0006975915984985566,0.0022979890285734273,0.002296387088233775,6.04700732935018e-06,3.040931631077735e-09
945.0,763.9432905087347,0.0,283.15,0.008618378355265358,1229.9896148082235,1.6216447347076822e-06,0.0,0.0,1.6216447347076822e-06,9.711156122580905e-11,69515.82725210769,0.0006951582725210769,0.002297983440715071,0.002296387088233775,6.048527409161932e-06,3.0401596235035697e-09
945.5,763.9432905087347,0.0,283.15,0.008618378306866945,1229.989607973191,1.621693133120667e-06,0.0,0.0,1.621693133120667e-06,9.679682596963964e-11,69273.28304751625,0.0006927328304751624,0.0022979778709612737,0.002296387088233775,6.050047103272919e-06,3.0393882219734215e-09
946.0,763.9432905087347,0.0,283.15,0.008618378258625436,1229.9896011603105,1.6217413746282535e-06,0.0,0.0,1.6217413746282535e-06,9.648301517284164e-11,69031.52492043457,0.0006903152492043458,0.0022979723192588586,0.002296387088233775,6.051566411985749e-06,3.038617425660326e-09
946.5,763.9432905087347,0.0,283.15,0.008618378210540373,1229.989594369517,1.621789459691493e-06,0.0,0.0,1.621789459691493e-06,9.617012647913365e-11,68790.55055519698,0.0006879055055519698,0.0022979667855546494,0.002296387088233775,6.053085335602619e-06,3.0378472337387427e-09
947.0,763.9432905087347,0.0,283.15,0.008618378162611294,1229.9895876007456,1.6218373887702742e-06,0.0,0.0,1.6218373887702742e-06,9.585815756254308e-11,68550.35766040551,0.0006855035766040552,0.0022979612697960265,0.002296387088233775,6.054603874425311e-06,3.0370776453852873e-09
947.5,763.9432905087347,0.0,283.15,0.008618378114837741,1229.9895808539318,1.6218851623233153e-06,0.0,0.0,1.6218851623233153e-06,9.554710608206462e-11,68310.94393650373,0.0006831094393650373,0.0022979557719301834,0.002296387088233775,6.0561220287552e-06,3.036308659777746e-09
948.0,763.9432905087347,0.0,283.15,0.008618378067219256,1229.9895741290106,1.621932780808162e-06,0.0,0.0,1.621932780808162e-06,9.523696969317633e-11,68072.30708401071,0.000680723070840107,0.002297950291904315,0.002296387088233775,6.057639798893248e-06,3.0355402760953213e-09
948.5,763.9432905087347,0.0,283.15,0.008618378019755383,1229.989567425918,1.6219802446812028e-06,0.0,0.0,1.6219802446812028e-06,9.492774608156082e-11,67834.44482759992,0.0006783444482759992,0.002297944829666171,0.002296387088233775,6.059157185140007e-06,3.0347724935193586e-09
949.0,763.9432905087347,0.0,283.15,0.008618377972445666,1229.9895607445894,1.6220275543976562e-06,0.0,0.0,1.6220275543976562e-06,9.461943290677865e-11,67597.35487585451,0.0006759735487585451,0.0022979393851631316,0.002296387088233775,6.060674187795623e-06,3.034005311232121e-09
949.5,763.9432905087347,0.0,283.15,0.008618377925289652,1229.9895540849611,1.6220747104115912e-06,0.0,0.0,1.6220747104115912e-06,9.431202786992562e-11,67361.03496957604,0.0006736103496957604,0.002297933958343317,0.002296387088233775,6.062190807159832e-06,3.0332387284182546e-09
950.0,763.9432905087347,0.0,283.15,0.008618377878286888,1229.989547446969,1.6221217131759141e-06,0.0,0.0,1.6221217131759141e-06,9.400552864601764e-11,67125.4828334946,0.000671254828334946,0.002297928549154478,0.002296387088233775,6.063707043531964e-06,3.032472744263316e-09
950.5,763.9432905087347,0.0,283.15,0.008618377831436921,1229.9895408305492,1.622168563142373e-06,0.0,0.0,1.622168563142373e-06,9.369993291771757e-11,66890.69620034775,0.0006689069620034776,0.0022979231575445493,0.002296387088233775,6.065222897210941e-06,3.0317073579545018e-09
951.0,763.9432905087347,0.0,283.15,0.008618377784739301,1229.9895342356383,1.6222152607615665e-06,0.0,0.0,1.6222152607615665e-06,9.339523838679e-11,66656.67281903885,0.0006665667281903886,0.0022979177834618375,0.002296387088233775,6.0667383684952815e-06,3.0309425686808934e-09
951.5,763.9432905087347,0.0,283.15,0.00861837773819358,1229.9895276621728,1.6222618064829422e-06,0.0,0.0,1.6222618064829422e-06,9.309144275146013e-11,66423.41043847126,0.0006642341043847126,0.0022979124268546485,0.002296387088233775,6.068253457683098e-06,3.0301783756329605e-09
952.0,763.9432905087347,0.0,283.15,0.008618377691799307,1229.9895211100893,1.6223082007547955e-06,0.0,0.0,1.6223082007547955e-06,9.278854370641597e-11,66190.90680754835,0.0006619090680754835,0.0022979070876712883,0.002296387088233775,6.0697681650721e-06,3.0294147780025594e-09
952.5,763.9432905087347,0.0,283.15,0.008618377645556037,1229.989514579325,1.6223544440242838e-06,0.0,0.0,1.6223544440242838e-06,9.248653897678149e-11,65959.15969938455,0.0006595915969938455,0.002297901765860619,0.002296387088233775,6.071282490959591e-06,3.0286517749836636e-09
953.0,763.9432905087347,0.0,283.15,0.008618377599463324,1229.9895080698168,1.6224005367374146e-06,0.0,0.0,1.6224005367374146e-06,9.218542626149335e-11,65728.16687092838,0.0006572816687092838,0.0022978964613711316,0.002296387088233775,6.072796435642477e-06,3.0278893657711382e-09
953.5,763.9432905087347,0.0,283.15,0.008618377553520722,1229.9895015815016,1.6224464793390483e-06,0.0,0.0,1.6224464793390483e-06,9.188520326734222e-11,65497.92608723019,0.0006549792608723019,0.002297891174151503,0.002296387088233775,6.074309999417258e-06,3.0271275495614674e-09
