t_s,T_K,e_Pa,Sw,Si,Ncloud,Nice,r_cloud_m,r_ice_m,drcloud_dt,drice_dt,qcloud,qice,cond_rate_kgm3s,dep_rate_kgm3s,cond_sink_kgm3s,dep_sink_kgm3s,R_BF,latent_heating_Ks,dT_dt_Ks,ice_active
0.0,253.1,125.07423432432982,-0.001000000000000052,0.21717230191550127,0.0,2455.5831218289704,1e-06,5.635076621347709e-06,0.0,6.350766213477082e-07,0.0,1.6877653303406784e-09,0.0,5.706365905797778e-10,0.0,5.706365905797778e-10,570.6365905797778,1.6091384056747169e-06,1.6091384056747169e-06,1
1.0,253.1000016091384,125.07415585469207,-0.0010006645542656339,0.21717147296495984,0.0,2455.5831042782015,1e-06,6.198577641094434e-06,0.0,5.635010197467247e-07,0.0,2.246408416874568e-09,0.0,6.126502757427475e-10,0.0,6.126502757427475e-10,612.6502757427476,1.727612817368106e-06,-1.3980278676890632e-05,1
2.0,253.0999876288597,125.07406498691688,-0.001000087783985853,0.21717234306158464,0.0,2455.5832567599755,1e-06,6.710853285347002e-06,0.0,5.122756442525677e-07,0.0,2.8506627528660917e-09,0.0,6.52819411859232e-10,0.0,6.52819411859232e-10,652.819411859232,1.8408857842876256e-06,-2.957446656444975e-05,1
3.0,253.09995805439314,125.0739619483711,-0.0009982675738218457,0.21717491484081972,0.0,2455.5835793246074,1e-06,7.184028573945092e-06,0.0,4.731752885980897e-07,0.0,3.4971705994726095e-09,0.0,6.910223243057722e-10,0.0,6.910223243057722e-10,691.0223243057723,1.948614196102048e-06,-4.5173337739359974e-05,1
4.0,253.0999128810554,125.07384695073385,-0.0009952016969007296,0.2171791910744276,0.0,2455.584072019538,1e-06,7.6260452203455645e-06,0.0,4.420166464004726e-07,0.0,4.183221695775453e-09,0.0,7.273967980874006e-10,0.0,7.273967980874006e-10,727.3967980874006,2.0511865928156152e-06,-6.077607305725525e-05,1
5.0,253.09985210498232,125.07372018450924,-0.0009908881169521863,0.2171851742935984,0.0,2455.5847348813522,1e-06,8.042451251499273e-06,0.0,4.1640603115370827e-07,0.0,4.906572058773747e-09,0.0,7.621281622998124e-10,0.0,7.621281622998124e-10,762.1281622998124,2.1491255840374807e-06,-7.638171933958196e-05,1
6.0,253.09977572326298,125.07358181984519,-0.0009853250436504069,0.2171928667199582,0.0,2455.5855679343176,1e-06,8.437308850114448e-06,0.0,3.948575986151752e-07,0.0,5.665325377963011e-09,0.0,7.953946503045486e-10,0.0,7.953946503045486e-10,795.3946503045486,2.242933770112528e-06,-9.198934346427235e-05,1
7.0,253.0996837339195,125.07343200888286,-0.000978510924327792,0.21720227027587094,0.0,2455.586571190601,1e-06,8.813700848397688e-06,0.0,3.763919982832406e-07,0.0,6.4578523600928615e-09,0.0,8.273541374649855e-10,0.0,8.273541374649855e-10,827.3541374649855,2.3330563438564866e-06,-0.00010759806977581235,1
8.0,253.09957613584973,125.07327088825,-0.0009704444202528725,0.21721338661404344,0.0,2455.5877446508957,1e-06,9.17403403320565e-06,0.0,3.603331848079624e-07,0.0,7.282733919592363e-09,0.0,8.581428947801894e-10,0.0,8.581428947801894e-10,858.1428947801894,2.4198775759274197e-06,-0.00012320708361167145,1
9.0,253.0994529287661,125.07309858130455,-0.000961124381449754,0.21722621714896503,0.0,2455.5890883050906,1e-06,9.520231035665434e-06,0.0,3.4619700245978335e-07,0.0,8.138719926338165e-09,0.0,8.878777516435683e-10,0.0,8.878777516435683e-10,887.8777516435683,2.5037269135899233e-06,-0.00013881562521533806,1
