t_s,T_K,e_Pa,Sw,Si,Ncloud,Nice,r_cloud_m,r_ice_m,drcloud_dt,drice_dt,qcloud,qice,cond_rate_kgm3s,dep_rate_kgm3s,cond_sink_kgm3s,dep_sink_kgm3s,R_BF,latent_heating_Ks,dT_dt_Ks,ice_active
0.0,268.15,421.5633289207736,-0.000999999999999935,0.04931615938631338,0.0,56217.65008857981,1e-06,5.423716847142591e-06,0.0,4.2371684714259104e-07,0.0,3.4452572752320615e-08,0.0,8.074611514936398e-09,0.0,8.074611514936398e-09,8074.611514936399,2.2769601028188808e-05,-0.0029772303989718113,1
1.0,268.147022769601,421.5575857312514,-0.0007884583106203183,0.049569096164050676,0.0,56235.96918678857,1e-06,5.8162679908408715e-06,0.0,3.9255114369827985e-07,0.0,4.250160746871241e-08,0.0,8.605546364334404e-09,0.0,8.605546364334404e-09,8605.546364334405,2.426678447415294e-05,-0.002975733215525847,1
2.0,268.1440470363855,421.5517812332231,-0.0005771297128460622,0.049821807636960355,0.0,56254.27737353514,1e-06,6.1841284627895795e-06,0.0,3.6786047194870763e-07,0.0,5.110330674824036e-08,0.0,9.119580868183003e-09,0.0,9.119580868183003e-09,9119.580868183002,2.571631062729416e-05,-0.002974283689372706,1
3.0,268.1410727526961,421.5459172195645,-0.0003660059845786747,0.05007430290402003,0.0,56272.57493972855,1e-06,6.531800920037664e-06,0.0,3.476724572480847e-07,0.0,6.023564317540235e-08,0.0,9.61860641487074e-09,0.0,9.61860641487074e-09,9618.606414870741,2.7123513014670327e-05,-0.00297287648698533,1
4.0,268.13809987620914,421.53999525888474,-0.0001550798348434809,0.05032659003246712,0.0,56290.86214337673,1e-06,6.862569536276792e-06,0.0,3.3076861623912793e-07,0.0,6.988051861727952e-08,0.0,1.0104501960784744e-08,0.0,1.0104501960784744e-08,10104.501960784744,2.8493690106332302e-05,-0.0029715063098936676,1
5.0,268.13512836989923,421.53382873556706,5.565510132209717e-05,0.050578676063325785,50001000.0,56309.13920981655,1.0024842656272441e-06,7.1789184230339936e-06,2.4842656272441017e-09,3.163488867572014e-07,2.1100852138064053e-07,8.002282671171747e-08,1.5687065663625358e-09,1.0578946849789152e-08,1.5687065663625358e-09,1.0578946849789152e-08,6.7437384891677095,3.373383262508338e-05,-0.002966266167374917,1
6.0,268.13216210373184,421.52687936331216,0.0002654629965043025,0.05082974793786204,50001000.0,56327.38233667158,1.0143023984630295e-06,7.482776337749279e-06,1.1818132835785327e-08,3.0385791471528563e-07,2.1855948404243733e-07,9.064958218421429e-08,7.639630012257262e-09,1.1043197779418986e-08,7.639630012257262e-09,1.1043197779418986e-08,1.4455147385018559,5.01447736691707e-05,-0.0029498552263308294,1
7.0,268.1292122485055,421.51911541918776,0.0004722200779747732,0.05107745882594256,50001000.0,56345.52283524632,1.0350768328287678e-06,7.775666334791747e-06,2.077443436573827e-08,2.9288999704246855e-07,2.3226569170542962e-07,1.0174901330049265e-07,1.3985015067607479e-08,1.1497896227096868e-08,1.3985015067607479e-08,1.1497896227096868e-08,0.8221583009752094,6.721151798667785e-05,-0.002932788482013322,1
8.0,268.1262794600235,421.51049025686825,0.0006757992932822687,0.05132166806225739,50001000.0,56363.55669676194,1.0642059638826497e-06,8.058823785540737e-06,2.9129131053881874e-08,2.831574507489898e-07,2.5243197470780694e-07,1.1331080219901507e-07,2.0728480171150597e-08,1.1943975478368132e-08,2.0728480171150597e-08,1.1943975478368132e-08,0.5762108644603607,8.524420590405151e-05,-0.0029147557940959485,1
9.0,268.1233647042294,421.50094584998754,0.0008760145760371409,0.05156216975208395,50001000.0,56381.47800713678,1.1009256216626398e-06,8.333266457582544e-06,3.6719657779990025e-08,2.7444267204180665e-07,2.7947388796540725e-07,1.2532571975807673e-07,2.796424750938634e-08,1.238220051442362e-08,2.796424750938634e-08,1.238220051442362e-08,0.4427868302291157,0.00010447937814063918,-0.002895520621859361,1
10.0,268.12046918360755,421.4904162875227,0.0010726347738284564,0.05179870815452792,50001000.0,56399.27940031488,1.1443804384429891e-06,8.599843972683213e-06,4.345481678034921e-08,2.6657751510066995e-07,3.1389079218154613e-07,1.3778540458318499e-07,3.575751490958559e-08,1.2813194362920194e-08,3.575751490958559e-08,1.2813194362920194e-08,0.3583357063632332,0.00012508097522236794,-0.0028749190247776323,1
11.0,268.11759426458275,421.47883092933523,0.0012653974070012542,0.052030992881546376,50001000.0,56416.95250519217,1.1936901064800688e-06,8.859273643890595e-06,4.9309668037079704e-08,2.594296712073811e-07,3.562395081867273e-07,1.5068218769436872e-07,4.414726685348472e-08,1.3237461212404238e-08,4.414726685348472e-08,1.3237461212404238e-08,0.29984780838950964,0.00014714739523349793,-0.002852852604766502,1
12.0,268.114741411978,421.4661170853307,0.001454021104881586,0.05225871263810917,50001000.0,56434.48834890108,1.2480009733102942e-06,9.112167038942135e-06,5.4310866830225265e-08,2.5289339505154e-07,4.07110282478215e-07,1.6400895220504373e-07,5.315022858894596e-08,1.365540619417611e-08,5.315022858894596e-08,1.365540619417611e-08,0.25692093066587723,0.00017072138569816913,-0.002829278614301831,1
13.0,268.1119121333637,421.45220220387665,0.0016382161776988425,0.052481546904223894,50001000.0,56451.87769907227,1.3065199220120911e-06,9.359050061379451e-06,5.851894870179704e-08,2.4688302243731623e-07,4.671059596531362e-07,1.7775902024353692e-07,6.276494349006778e-08,1.406735210157175e-08,6.276494349006778e-08,1.406735210157175e-08,0.2241275355214465,0.00019580023341395403,-0.0028041997665860462,1
14.0,268.10910793359716,421.43701562115325,0.0018176932640553906,0.052699175492155304,50001000.0,56469.11134327723,1.3685322439993605e-06,9.600378395227635e-06,6.201232198726942e-08,2.4132833384818374e-07,5.368245914919424e-07,1.9192606139550534e-07,7.297542216688521e-08,1.4473553451282464e-08,7.297542216688521e-08,1.4473553451282464e-08,0.1983346313253707,0.00022234488149069405,-0.002777655118509306,1
