t_s,T_K,Sw,Si,e_Pa,dqcloud_dt,dqice_dt,qcloud,qice,Ncloud,Nice,ice_active
0.0,273.15,-0.050000000000000044,0.05555555555555536,553.2401111111112,0.0,0.04444444444444429,0.0,0.04444444444444429,0.0,3.346425462142428,1
1.0,273.14,-0.093786703969582,0.006903662256019905,549.8683813955358,0.0,0.005522929804815924,0.0,0.04996737424926021,0.0,3.3630866645598876,1
2.0,273.13,-0.09865537915532396,0.0014940231607512011,549.139234227475,0.0,0.001195218528600961,0.0,0.05116259277786117,0.0,3.379830255356595,1
3.0,273.12,-0.09919668811862004,0.0008925687570888741,548.7039387375066,0.0,0.0007140550056710993,0.0,0.05187664778353227,0.0,3.396656636302116,1
4.0,273.11,-0.0992568293510181,0.000825745165535352,548.3015246958693,0.0,0.0006605961324282817,0.0,0.052537243915960555,0.0,3.41356621106902,1
5.0,273.1,-0.09926346865963387,0.0008183681559623679,547.9029952772754,0.0,0.0006546945247698944,0.0,0.053191938440730446,0.0,3.430559385241324,1
6.0,273.09000000000003,-0.09926415898607555,0.0008176011265825789,547.5051284792207,0.0,0.0006540809012660631,0.0,0.05384601934199651,0.0,3.447636566322978,1
7.0,273.08000000000004,-0.09926418782899349,0.0008175690788960743,547.1075661684671,0.0,0.0006540552631168595,0.0,0.05450007460511337,0.0,3.46479816374638,1
8.0,273.07000000000005,-0.09926414311507104,0.0008176187610320351,546.7102684195364,0.0,0.0006540950088256281,0.0,0.055154169613939,0.0,3.482044588880919,1
9.0,273.06000000000006,-0.09926409021695703,0.0008176775367143563,546.3132306634328,0.0,0.0006541420293714851,0.0,0.05580831164331049,0.0,3.4993762550415526,1
10.0,273.05000000000007,-0.09926403640356207,0.0008177373293754009,545.9164522597271,0.0,0.0006541898635003207,0.0,0.05646250150681081,0.0,3.516793577497422,1
11.0,273.0400000000001,-0.09926398248312485,0.0008177972409724177,545.5199330045605,0.0,0.0006542377927779342,0.0,0.05711673929958874,0.0,3.5342969734804845,1
12.0,273.0300000000001,-0.09926392854551314,0.0008178571716521699,545.1236727426468,0.0,0.0006542857373217359,0.0,0.05777102503691048,0.0,3.5518868621941975,1
13.0,273.0200000000001,-0.09926387460072184,0.0008179171103090965,544.7276713241642,0.0,0.0006543336882472773,0.0,0.05842535872515776,0.0,3.5695636648222164,1
14.0,273.0100000000001,-0.09926382064985961,0.0008179770557115162,544.3319285999621,0.0,0.000654381644569213,0.0,0.05907974036972697,0.0,3.587327804537141,1
15.0,273.0000000000001,-0.09926376669305215,0.000818037007719763,543.9364444210313,0.0,0.0006544296061758104,0.0,0.05973416997590278,0.0,3.6051797065092788,1
16.0,272.9900000000001,-0.09926371273030532,0.0008180969663271753,543.54121863844,0.0,0.0006544775730617403,0.0,0.060388647548964516,0.0,3.623119797915453,1
17.0,272.98000000000013,-0.09926365876162979,0.0008181569315224291,543.1462511033358,0.0,0.0006545255452179433,0.0,0.06104317309418246,0.0,3.6411485079478343,1
18.0,272.97000000000014,-0.09926360478701424,0.0008182169033175146,542.751541666934,0.0,0.0006545735226540117,0.0,0.06169774661683647,0.0,3.6592662678228143,1
19.0,272.96000000000015,-0.09926355080646843,0.0008182768817015518,542.3570901805294,0.0,0.0006546215053612414,0.0,0.06235236812219771,0.0,3.677473510789901,1
20.0,272.95000000000016,-0.09926349681998003,0.0008183368666887514,541.9628964954836,0.0,0.0006546694933510012,0.0,0.06300703761554871,0.0,3.6957706721406534,1
21.0,272.94000000000017,-0.09926344282755861,0.0008183968582682333,541.5689604632371,0.0,0.0006547174866145867,0.0,0.06366175510216329,0.0,3.7141581892176467,1
22.0,272.9300000000002,-0.09926338882919883,0.0008184568564457706,541.1752819353014,0.0,0.0006547654851566166,0.0,0.0643165205873199,0.0,3.732636501423474,1
23.0,272.9200000000002,-0.09926333482489624,0.0008185168612264704,540.7818607632594,0.0,0.0006548134889811764,0.0,0.06497133407630108,0.0,3.751206050229771,1
24.0,272.9100000000002,-0.09926328081465785,0.000818576872602339,540.3886967987712,0.0,0.0006548614980818713,0.0,0.06562619557438296,0.0,3.769867279186288,1
25.0,272.9000000000002,-0.09926322679847488,0.0008186368905833685,539.9957898935662,0.0,0.0006549095124666949,0.0,0.06628110508684965,0.0,3.7886206339299777,1
26.0,272.8900000000002,-0.09926317277635188,0.0008186969151646739,539.6031398994494,0.0,0.0006549575321317391,0.0,0.06693606261898138,0.0,3.8074665621941315,1
27.0,272.8800000000002,-0.09926311874828608,0.0008187569463486977,539.2107466682982,0.0,0.0006550055570789582,0.0,0.06759106817606034,0.0,3.826405513817538,1
28.0,272.87000000000023,-0.09926306471427615,0.0008188169841374382,538.8186100520628,0.0,0.0006550535873099506,0.0,0.06824612176337029,0.0,3.8454379407536803,1
29.0,272.86000000000024,-0.09926301067432264,0.0008188770285302294,538.4267299027673,0.0,0.0006551016228241836,0.0,0.06890122338619448,0.0,3.8645642970799634,1
30.0,272.85000000000025,-0.0992629566284231,0.0008189370795299578,538.0351060725077,0.0,0.0006551496636239663,0.0,0.06955637304981845,0.0,3.883785039006974,1
31.0,272.84000000000026,-0.09926290257657755,0.0008189971371361793,537.6437384134537,0.0,0.0006551977097089435,0.0,0.07021157075952739,0.0,3.9031006248877804,1
32.0,272.83000000000027,-0.09926284851878608,0.0008190572013486719,537.2526267778486,0.0,0.0006552457610789375,0.0,0.07086681652060632,0.0,3.92251151522725,1
33.0,272.8200000000003,-0.09926279445504582,0.0008191172721714324,536.8617710180073,0.0,0.0006552938177371459,0.0,0.07152211033834346,0.0,3.9420181726914194,1
34.0,272.8100000000003,-0.09926274038535765,0.0008191773496026844,536.4711709863188,0.0,0.0006553418796821476,0.0,0.07217745221802561,0.0,3.9616210621168846,1
35.0,272.8000000000003,-0.09926268630971835,0.0008192374336464248,536.0808265352438,0.0,0.0006553899469171399,0.0,0.07283284216494275,0.0,3.9813206505202263,1
36.0,272.7900000000003,-0.09926263222812826,0.0008192975243017653,535.6907375173163,0.0,0.0006554380194414123,0.0,0.07348828018438416,0.0,4.001117407107471,1
37.0,272.7800000000003,-0.09926257814058692,0.0008193576215700382,535.3009037851432,0.0,0.0006554860972560306,0.0,0.0741437662816402,0.0,4.021011803283586,1
38.0,272.7700000000003,-0.09926252404709524,0.0008194177254496893,534.9113251914055,0.0,0.0006555341803597515,0.0,0.07479930046199995,0.0,4.041004312662005,1
39.0,272.76000000000033,-0.09926246994764809,0.0008194778359464916,534.5220015888544,0.0,0.0006555822687571933,0.0,0.07545488273075715,0.0,4.061095411074187,1
40.0,272.75000000000034,-0.0992624158422496,0.0008195379530560043,534.1329328303168,0.0,0.0006556303624448035,0.0,0.07611051309320195,0.0,4.081285576579211,1
41.0,272.74000000000035,-0.09926236173089398,0.0008195980767844446,533.7441187686895,0.0,0.0006556784614275557,0.0,0.0767661915546295,0.0,4.101575289473405,1
