t_s,T_K,e_Pa,Sw,Si,Ncloud,Nice,r_cloud_m,r_ice_m,drcloud_dt,drice_dt,qcloud,qice,cond_rate_kgm3s,dep_rate_kgm3s,ice_active
299.0,270.1600000000027,490.81524562868873,0.0013053466214489884,0.11256149624605438,500003000.0,0.0,6.820294240460496e-06,5e-06,9.528609611951908e-09,0.0,0.0006644626186947162,0.0,2.7849553136800103e-06,0.0,0
300.0,270.1500000000027,490.45009027391063,0.0013033694192754464,0.11255929935475062,500003000.0,0.0,6.829790213159885e-06,5e-06,9.495972699388911e-09,0.0,0.0006672419011571071,0.0,2.7831502928454215e-06,0.0,0
301.0,270.1400000000027,490.0851854450065,0.0013014041812682287,0.1125571157569647,500003000.0,0.0,6.8392537883017415e-06,5e-06,9.463575141856396e-09,0.0,0.0006700194011727869,0.0,2.781346830708023e-06,0.0,0
302.0,270.1300000000027,489.72053092385227,0.0012994507823798074,0.11255494531375532,500003000.0,0.0,6.848685202403076e-06,5e-06,9.431414101334525e-09,0.0,0.000672795120100115,0.0,2.779544917962411e-06,0.0,0
303.0,270.12000000000273,489.3561264934921,0.001297509099431604,0.11255278788825751,500003000.0,0.0,6.858084689189189e-06,5e-06,9.399486786113194e-09,0.0,0.0006755690592908653,0.0,2.7777445454652814e-06,0.0,0
304.0,270.11000000000274,488.9919719381155,0.001295579011090231,0.11255064334565601,500003000.0,0.0,6.867452479639112e-06,5e-06,9.367790449922316e-09,0.0,0.0006783412200903681,0.0,2.7759457042585053e-06,0.0,0
305.0,270.10000000000275,488.628067043038,0.0012936603978170869,0.11254851155313017,500003000.0,0.0,6.876788802029998e-06,5e-06,9.33632239088663e-09,0.0,0.0006811116038376132,0.0,2.7741483855333647e-06,0.0,0
306.0,270.09000000000276,488.2644115946829,0.0012917531418352723,0.1125463923798169,500003000.0,0.0,6.886093881980622e-06,5e-06,9.30507995062398e-09,0.0,0.0006838802118653563,0.0,2.7723525806301437e-06,0.0,0
307.0,270.08000000000277,487.9010053805575,0.001289857127114269,0.11254428569679353,500003000.0,0.0,6.89536794249411e-06,5e-06,9.274060513487883e-09,0.0,0.0006866470455002614,0.0,2.770558281074295e-06,0.0,0
308.0,270.0700000000028,487.5378481892375,0.001287972239311319,0.1125421913770126,500003000.0,0.0,6.904611203999624e-06,5e-06,9.243261505514286e-09,0.0,0.0006894121060629855,0.0,2.7687654785179738e-06,0.0,0
309.0,270.0600000000028,487.17493981034636,0.0012860983657572156,0.1125401092952858,500003000.0,0.0,6.913823884393329e-06,5e-06,9.212680393704456e-09,0.0,0.0006921753948683001,0.0,2.7669741647754064e-06,0.0,0
310.0,270.0500000000028,486.8122800345388,0.0012842353954125585,0.11253803932823603,500003000.0,0.0,6.923006199078439e-06,5e-06,9.182314685110643e-09,0.0,0.0006949369132251841,0.0,2.7651843317932453e-06,0.0,0
311.0,270.0400000000028,486.44986865348085,0.0012823832188497697,0.11253598135427745,500003000.0,0.0,6.932158361004561e-06,5e-06,9.15216192612155e-09,0.0,0.0006976966624369412,0.0,2.7633959716748824e-06,0.0,0
312.0,270.0300000000028,486.0877054598341,0.0012805417282104603,0.11253393525356703,500003000.0,0.0,6.941280580706146e-06,5e-06,9.12221970158578e-09,0.0,0.000700454643801288,0.0,2.761609076650231e-06,0.0,0
313.0,270.0200000000028,485.7257902472381,0.0012787108171836703,0.11253190090798193,500003000.0,0.0,6.950373066340245e-06,5e-06,9.09248563409888e-09,0.0,0.0007032108586104575,0.0,2.7598236390890665e-06,0.0,0
314.0,270.01000000000283,485.3641228102935,0.0012768903809745602,0.11252987820108284,500003000.0,0.0,6.959436023723481e-06,5e-06,9.06295738323573e-09,0.0,0.0007059653081512923,0.0,2.7580396514924235e-06,0.0,0
315.0,270.00000000000284,485.0027029445452,0.0012750803162806523,0.11252786701808959,500003000.0,0.0,6.968469656368331e-06,5e-06,9.033632644849988e-09,0.0,0.0007087179937053478,0.0,2.756257106498971e-06,0.0,0
316.0,269.99000000000285,484.6415304464684,0.0012732805212523068,0.11252586724583602,500003000.0,0.0,6.977474165518606e-06,5e-06,9.004509150274761e-09,0.0,0.0007114689165489655,0.0,2.754475996855977e-06,0.0,0
317.0,269.98000000000286,484.28060511345103,0.0012714908954811754,0.11252387877275694,500003000.0,0.0,6.986449750184341e-06,5e-06,8.975584665734321e-09,0.0,0.0007142180779533764,0.0,2.752696315449526e-06,0.0,0
318.0,269.97000000000287,483.9199267437802,0.0012697113399620097,0.11252190148884678,500003000.0,0.0,6.9953966071759195e-06,5e-06,8.946856991579144e-09,0.0,0.0007169654791847792,0.0,2.7509180552758555e-06,0.0,0
319.0,269.9600000000029,483.5594951366248,0.0012679417570797824,0.11251993528564408,500003000.0,0.0,7.004314931137631e-06,5e-06,8.918323961711864e-09,0.0,0.0007197111215044415,0.0,2.749141209466324e-06,0.0,0
320.0,269.9500000000029,483.1993100920246,0.0012661820505643906,0.11251798005618263,500003000.0,0.0,7.0132049145804275e-06,5e-06,8.889983442796287e-09,0.0,0.0007224550061687573,0.0,2.7473657712408853e-06,0.0,0
321.0,269.9400000000029,482.83937141087273,0.0012644321254902113,0.11251603569498903,500003000.0,0.0,7.022066747914221e-06,5e-06,8.861833333793594e-09,0.0,0.0007251971344293519,0.0,2.7455917339577516e-06,0.0,0
322.0,269.9300000000029,482.4796788949037,0.0012626918882334692,0.11251410209803714,500003000.0,0.0,7.030900619479434e-06,5e-06,8.833871565212513e-09,0.0,0.0007279375075331482,0.0,2.743819091070382e-06,0.0,0
323.0,269.9200000000029,482.1202323466792,0.0012609612464584696,0.1125121791627317,500003000.0,0.0,7.039706715578007e-06,5e-06,8.806096098573213e-09,0.0,0.0007306761267224489,0.0,2.742047836146042e-06,0.0,0
324.0,269.9100000000029,481.7610315695746,0.0012592401090913974,0.11251026678787945,500003000.0,0.0,7.048485220503801e-06,5e-06,8.778504925794194e-09,0.0,0.0007334129932350122,0.0,2.740277962856323e-06,0.0,0
325.0,269.90000000000293,481.40207636776597,0.0012575283862998887,0.11250836487366667,500003000.0,0.0,7.057236316572431e-06,5e-06,8.751096068629677e-09,0.0,0.0007361481083041282,0.0,2.7385094649791643e-06,0.0,0
326.0,269.89000000000294,481.0433665462177,0.0012558259894674961,0.11250647332163055,500003000.0,0.0,7.065960184150512e-06,5e-06,8.723867578081256e-09,0.0,0.000738881473158688,0.0,2.7367423363887545e-06,0.0,0
327.0,269.88000000000295,480.68490191067013,0.0012541328311745925,0.11250459203463836,500003000.0,0.0,7.074657001684376e-06,5e-06,8.696817533864058e-09,0.0,0.0007416130890232535,0.0,2.734976571058473e-06,0.0,0
328.0,269.87000000000296,480.3266822676271,0.001252448825177277,0.11250272091686342,500003000.0,0.0,7.0833269457282444e-06,5e-06,8.66994404386821e-09,0.0,0.0007443429571181285,0.0,2.7332121630585356e-06,0.0,0
329.0,269.86000000000297,479.968707424343,0.0012507738863922757,0.11250085987376912,500003000.0,0.0,7.091970190971915e-06,5e-06,8.64324524367078e-09,0.0,0.0007470710786594367,0.0,2.7314491065657996e-06,0.0,0
330.0,269.850000000003,479.61097718881314,0.0012491079308620812,0.11249900881206898,500003000.0,0.0,7.100586910267835e-06,5e-06,8.616719295919912e-09,0.0,0.0007497974548591698,0.0,2.7296873958294867e-06,0.0,0
331.0,269.840000000003,479.25349136976035,0.0012474508757529534,0.1124971676397255,500003000.0,0.0,7.10917727465779e-06,5e-06,8.59036438995493e-09,0.0,0.0007525220869252703,0.0,2.727927025207816e-06,0.0,0
332.0,269.830000000003,478.8962497766257,0.0012458026393198374,0.11249533626591113,500003000.0,0.0,7.117741453398996e-06,5e-06,8.564178741206077e-09,0.0,0.0007552449760616775,0.0,2.7261679891314545e-06,0.0,0
333.0,269.820000000003,478.53925221955586,0.0012441631409012555,0.11249351460100132,500003000.0,0.0,7.126279613989805e-06,5e-06,8.53816059080929e-09,0.0,0.000757966123468405,0.0,2.7244102821316894e-06,0.0,0
334.0,269.810000000003,478.18249850939185,0.0012425323008966593,0.11249170255655172,500003000.0,0.0,7.1347919221949124e-06,5e-06,8.512308205107744e-09,0.0,0.0007606855303416051,0.0,2.7226538988294363e-06,0.0,0
335.0,269.800000000003,477.8259884576618,0.0012409100407340112,0.11248990004525994,500003000.0,0.0,7.1432785420700074e-06,5e-06,8.48661987509468e-09,0.0,0.0007634031978736029,0.0,2.7208988339019164e-06,0.0,0
336.0,269.79000000000303,477.46972187656786,0.0012392962828755572,0.11248810698097289,500003000.0,0.0,7.151739635986133e-06,5e-06,8.461093916125541e-09,0.0,0.0007661191272529762,0.0,2.719145082132351e-06,0.0,0
337.0,269.78000000000304,477.11369857897535,0.0012376909507911815,0.11248632327865682,500003000.0,0.0,7.160175364653548e-06,5e-06,8.435728667414743e-09,0.0,0.0007688333196646198,0.0,2.7173926383878274e-06,0.0,0
338.0,269.77000000000305,476.7579183784053,0.0012360939689315398,0.1124845488543682,500003000.0,0.0,7.168585887145087e-06,5e-06,8.41052249153886e-09,0.0,0.0007715457762897809,0.0,2.715641497595833e-06,0.0,0
339.0,269.76000000000306,476.4023810890245,0.0012345052627205089,0.11248278362524511,500003000.0,0.0,7.176971360919166e-06,5e-06,8.385473774078738e-09,0.0,0.0007742564983061178,0.0,2.7138916547624978e-06,0.0,0
340.0,269.75000000000307,476.0470865256344,0.001232924758544085,0.11248102750949363,500003000.0,0.0,7.185331941842409e-06,5e-06,8.360580923243568e-09,0.0,0.0007769654868877655,0.0,2.7121431049823756e-06,0.0,0
341.0,269.7400000000031,475.6920345036634,0.0012313523837226281,0.11247928042635857,500003000.0,0.0,7.1936677842117975e-06,5e-06,8.33584236938857e-09,0.0,0.000779672743205376,0.0,2.7103958434108734e-06,0.0,0
342.0,269.7300000000031,475.33722483915545,0.0012297880665093075,0.11247754229612128,500003000.0,0.0,7.201979040776514e-06,5e-06,8.311256564717e-09,0.0,0.0007823782684261874,0.0,2.7086498652936796e-06,0.0,0
343.0,269.7200000000031,474.9826573487639,0.0012282317360570172,0.11247581304006316,500003000.0,0.0,7.210265862759289e-06,5e-06,8.286821982774792e-09,0.0,0.0007850820637140545,0.0,2.7069051659260656e-06,0.0,0
344.0,269.7100000000031,474.6283318497427,0.0012266833224123808,0.11247409258045815,500003000.0,0.0,7.218528399877424e-06,5e-06,8.262537118135067e-09,0.0,0.0007877841302294948,0.0,2.705161740671192e-06,0.0,0
345.0,269.7000000000031,474.2742481599344,0.0012251427565155293,0.11247238084057276,500003000.0,0.0,7.226766800363551e-06,5e-06,8.238400486126725e-09,0.0,0.0007904844691297681,0.0,2.7034195849906344e-06,0.0,0
346.0,269.6900000000031,473.9204060977659,0.0012236099701559144,0.11247067774461761,500003000.0,0.0,7.234981210985823e-06,5e-06,8.21441062227283e-09,0.0,0.00079318308156889,0.0,2.701678694377201e-06,0.0,0
347.0,269.68000000000313,473.5668054822374,0.001222084895984521,0.11246898321776055,500003000.0,0.0,7.243171777067938e-06,5e-06,8.190566082114728e-09,0.0,0.000795879968697699,0.0,2.699939064411655e-06,0.0,0
348.0,269.67000000000314,473.21344613291586,0.0012205674674843348,0.11246729718609383,500003000.0,0.0,7.251338642508699e-06,5e-06,8.166865440760564e-09,0.0,0.0007985751316638909,0.0,2.698200690726667e-06,0.0,0
349.0,269.66000000000315,472.8603278699265,0.0012190576189652358,0.11246561957662804,500003000.0,0.0,7.259481949801303e-06,5e-06,8.143307292603496e-09,0.0,0.0008012685716120696,0.0,2.696463569024156e-06,0.0,0
350.0,269.65000000000316,472.5074505139453,0.0012175552855455685,0.11246395031727285,500003000.0,0.0,7.267601840052258e-06,5e-06,8.119890250955762e-09,0.0,0.000803960289683786,0.0,2.6947276950626135e-06,0.0,0
351.0,269.64000000000317,472.1548138861907,0.001216060403144592,0.11246228933682723,500003000.0,0.0,7.2756984530000185e-06,5e-06,8.096612947760683e-09,0.0,0.0008066502870175882,0.0,2.6929930646679568e-06,0.0,0
352.0,269.6300000000032,471.80241780841715,0.001214572908463607,0.11246063656495964,500003000.0,0.0,7.283771927033253e-06,5e-06,8.073474033234063e-09,0.0,0.000809338564749057,0.0,2.6912596737187516e-06,0.0,0
353.0,269.6200000000032,471.45026210290723,0.0012130927389768509,0.11245899193219655,500003000.0,0.0,7.291822399208828e-06,5e-06,8.050472175575793e-09,0.0,0.0008120251240108471,0.0,2.6895275181525683e-06,0.0,0
354.0,269.6100000000032,471.0983465924639,0.0012116198329221728,0.11245735536991353,500003000.0,0.0,7.299850005269512e-06,5e-06,8.02760606068446e-09,0.0,0.0008147099659327363,0.0,2.68779659397133e-06,0.0,0
355.0,269.6000000000032,470.7466711004052,0.0012101541292788287,0.11245572681030991,500003000.0,0.0,7.3078548796613035e-06,5e-06,8.004874391791376e-09,0.0,0.0008173930916416489,0.0,2.686066897217589e-06,0.0,0
356.0,269.5900000000032,470.3952354505558,0.0012086955677683697,0.11245410618640928,500003000.0,0.0,7.315837155550556e-06,5e-06,7.982275889252244e-09,0.0,0.000820074502261708,0.0,2.684338424001542e-06,0.0,0
357.0,269.5800000000032,470.0440394672407,0.0012072440888355462,0.11245249343203945,500003000.0,0.0,7.323796964840766e-06,5e-06,7.959809290210736e-09,0.0,0.000822754198914269,0.0,2.6826111704832382e-06,0.0,0
358.0,269.57000000000323,469.6930829752781,0.0012057996336400922,0.11245088848182228,500003000.0,0.0,7.331734438189105e-06,5e-06,7.937473348338523e-09,0.0,0.000825432182717961,0.0,2.6808851328784535e-06,0.0,0
359.0,269.56000000000324,469.34236579997463,0.0012043621440391838,0.11244929127115455,500003000.0,0.0,7.339649705022623e-06,5e-06,7.915266833518102e-09,0.0,0.0008281084547887108,0.0,2.679160307443367e-06,0.0,0
360.0,269.55000000000325,468.991887767117,0.0012029315625867731,0.11244770173620755,500003000.0,0.0,7.347542893554264e-06,5e-06,7.893188531640872e-09,0.0,0.0008307830162397918,0.0,2.677436690496337e-06,0.0,0
361.0,269.54000000000326,468.6416487029664,0.0012015078325169348,0.11244611981390751,500003000.0,0.0,7.3554141307985676e-06,5e-06,7.871237244303866e-09,0.0,0.0008334558681818557,0.0,2.6757142784036785e-06,0.0,0
362.0,269.53000000000327,468.2916484342525,0.001200090897732764,0.11244454544192539,500003000.0,0.0,7.3632635425871145e-06,5e-06,7.84941178854717e-09,0.0,0.000836127011722965,0.0,2.673993067577336e-06,0.0,0
363.0,269.5200000000033,467.9418867881675,0.0011986807027977164,0.11244297855866425,500003000.0,0.0,7.371091253583726e-06,5e-06,7.82771099661117e-09,0.0,0.0008387964479686274,0.0,2.6722730544775916e-06,0.0,0
364.0,269.5100000000033,467.5923635923604,0.0011972771929240622,0.11244141910324901,500003000.0,0.0,7.378897387299405e-06,5e-06,7.806133715678661e-09,0.0,0.0008414641780218249,0.0,2.670554235608917e-06,0.0,0
365.0,269.5000000000033,467.2430786749293,0.0011958803139715535,0.11243986701552378,500003000.0,0.0,7.386682066107092e-06,5e-06,7.7846788076872e-09,0.0,0.0008441302029830639,0.0,2.6688366075382468e-06,0.0,0
366.0,269.4900000000033,466.8940318644189,0.0011944900124183366,0.11243832223602035,500003000.0,0.0,7.394445411256056e-06,5e-06,7.763345148964165e-09,0.0,0.0008467945239503798,0.0,2.667120166850857e-06,0.0,0
367.0,269.4800000000033,466.54522298981186,0.001193106235374719,0.11243678470597196,500003000.0,0.0,7.4021875428862006e-06,5e-06,7.742131630144617e-09,0.0,0.0008494571420193937,0.0,2.665404910201572e-06,0.0,0
368.0,269.4700000000033,466.1966518805261,0.001191728930552749,0.11243525436728086,500003000.0,0.0,7.409908580042005e-06,5e-06,7.721037155804875e-09,0.0,0.0008521180582833206,0.0,2.663690834266889e-06,0.0,0
369.0,269.46000000000333,465.84831836640717,0.0011903580462739871,0.11243373116252675,500003000.0,0.0,7.417608640686353e-06,5e-06,7.700060644347804e-09,0.0,0.000854777273833016,0.0,2.6619779357820746e-06,0.0,0
370.0,269.45000000000334,465.500222277723,0.0011889935314541855,0.11243221503494905,500003000.0,0.0,7.425287841714095e-06,5e-06,7.679201027741151e-09,0.0,0.0008574347897570075,0.0,2.6602662115263053e-06,0.0,0
371.0,269.44000000000335,465.15236344516103,0.001187635335584858,0.11243070592842752,500003000.0,0.0,7.432946298965334e-06,5e-06,7.658457251239526e-09,0.0,0.0008600906071415036,0.0,2.6585556583004347e-06,0.0,0
372.0,269.43000000000336,464.8047416998199,0.0011862834087439378,0.11242920378749321,500003000.0,0.0,7.440584127238631e-06,5e-06,7.637828273297305e-09,0.0,0.0008627447270704464,0.0,2.656846272969566e-06,0.0,0
373.0,269.42000000000337,464.4573568732074,0.0011849377015673568,0.11242770855729711,500003000.0,0.0,7.448201440303863e-06,5e-06,7.617313065232252e-09,0.0,0.0008653971506255192,0.0,2.6551380524177653e-06,0.0,0
374.0,269.4100000000034,464.1102087972327,0.0011835981652597027,0.1124262201836217,500003000.0,0.0,7.455798350915007e-06,5e-06,7.59691061114411e-09,0.0,0.0008680478788861948,0.0,2.6534309935899897e-06,0.0,0
375.0,269.4000000000034,463.7632973042035,0.0011822647515686846,0.11242473861285407,500003000.0,0.0,7.4633749708226105e-06,5e-06,7.576619907603095e-09,0.0,0.0008706969129297461,0.0,2.651725093452579e-06,0.0,0
376.0,269.3900000000034,463.41662222682163,0.0011809374127838002,0.11242326379198198,500003000.0,0.0,7.470931410786108e-06,5e-06,7.556439963497168e-09,0.0,0.0008733442538312707,0.0,2.6500203490076598e-06,0.0,0
377.0,269.3800000000034,463.0701833981768,0.0011796161017345597,0.112421795668594,500003000.0,0.0,7.478467780585987e-06,5e-06,7.536369799878797e-09,0.0,0.0008759899026637285,0.0,2.6483167573062933e-06,0.0,0
378.0,269.3700000000034,462.7239806517418,0.0011783007717789395,0.11242033419086539,500003000.0,0.0,7.485984189035739e-06,5e-06,7.516408449751804e-09,0.0,0.0008786338604979705,0.0,2.6466143154393985e-06,0.0,0
379.0,269.3600000000034,462.37801382137076,0.0011769913767829543,0.11241887930753669,500003000.0,0.0,7.493480743993544e-06,5e-06,7.49655495780458e-09,0.0,0.0008812761284027395,0.0,2.6449130205083533e-06,0.0,0
380.0,269.35000000000343,462.03228274129094,0.0011756878711390861,0.11241743096793222,500003000.0,0.0,7.500957552373938e-06,5e-06,7.476808380393748e-09,0.0,0.0008839167074447266,0.0,2.6432128696826873e-06,0.0,0
381.0,269.34000000000344,461.6867872461017,0.0011743902097320902,0.11241598912192452,500003000.0,0.0,7.508414720159133e-06,5e-06,7.45716778519471e-09,0.0,0.0008865555986885692,0.0,2.641513860139158e-06,0.0,0
382.0,269.33000000000345,461.34152717076825,0.0011730983479503188,0.1124145537199448,500003000.0,0.0,7.515852352410278e-06,5e-06,7.437632251144902e-09,0.0,0.0008891928031968887,0.0,2.6398159891029094e-06,0.0,0
383.0,269.32000000000346,460.9965023506173,0.0011718122416735088,0.11241312471297049,500003000.0,0.0,7.523270553278517e-06,5e-06,7.4182008682393575e-09,0.0,0.0008918283220303165,0.0,2.6381192538354363e-06,0.0,0
384.0,269.31000000000347,460.65171262133435,0.0011705318472585713,0.11241170205250972,500003000.0,0.0,7.530669426015833e-06,5e-06,7.398872737316403e-09,0.0,0.0008944621562475046,0.0,2.6364236516177384e-06,0.0,0
385.0,269.3000000000035,460.30715781895947,0.001169257121540035,0.11241028569059996,500003000.0,0.0,7.538049072985772e-06,5e-06,7.379646969938592e-09,0.0,0.0008970943069051508,0.0,2.634729179766214e-06,0.0,0
386.0,269.2900000000035,459.9628377798812,0.00116798802182827,0.11240887557980939,500003000.0,0.0,7.545409595674033e-06,5e-06,7.360522688261478e-09,0.0,0.000899724775058035,0.0,2.633035835643342e-06,0.0,0
387.0,269.2800000000035,459.6187523408359,0.0011667245058863962,0.11240747167320708,500003000.0,0.0,7.552751094698804e-06,5e-06,7.3414990247702655e-09,0.0,0.000902353561759019,0.0,2.631343616620004e-06,0.0,0
388.0,269.2700000000035,459.2749013389009,0.001165466531942494,0.11240607392438062,500003000.0,0.0,7.560073669821045e-06,5e-06,7.32257512224141e-09,0.0,0.0009049806680590867,0.0,2.6296525201172054e-06,0.0,0
389.0,269.2600000000035,458.9312846114926,0.0011642140586696215,0.11240468228741074,500003000.0,0.0,7.567377419954549e-06,5e-06,7.303750133503306e-09,0.0,0.0009076060950073546,0.0,2.627962543574916e-06,0.0,0
390.0,269.2500000000035,458.58790199636104,0.0011629670451887009,0.11240329671687621,500003000.0,0.0,7.574662443175891e-06,5e-06,7.285023221343109e-09,0.0,0.0009102298436511013,0.0,2.626273684472279e-06,0.0,0
391.0,269.24000000000353,458.2447533315889,0.0011617254510505326,0.11240191716783388,500003000.0,0.0,7.581928836734176e-06,5e-06,7.2663935582846e-09,0.0,0.0009128519150357722,0.0,2.624585940300453e-06,0.0,0
392.0,269.23000000000354,457.9018384555863,0.0011604892362417907,0.11240054359582419,500003000.0,0.0,7.589176697060695e-06,5e-06,7.2478603265184715e-09,0.0,0.0009154723102050079,0.0,2.622899308589398e-06,0.0,0
393.0,269.22000000000355,457.55915720708526,0.0011592583611810259,0.11239917595686788,500003000.0,0.0,7.596406119778466e-06,5e-06,7.229422717771537e-09,0.0,0.0009180910302006801,0.0,2.6212137869118956e-06,0.0,0
394.0,269.21000000000356,457.21670942514015,0.0011580327866937967,0.11239781420743755,500003000.0,0.0,7.603617199711514e-06,5e-06,7.211079933047908e-09,0.0,0.0009207080760628814,0.0,2.61952937284011e-06,0.0,0
395.0,269.20000000000357,456.87449494912124,0.0011568124740291008,0.11239645830447675,500003000.0,0.0,7.610810030894144e-06,5e-06,7.1928311826298385e-09,0.0,0.0009233234488299672,0.0,2.6178460639953476e-06,0.0,0
396.0,269.1900000000036,456.53251361871344,0.0011555973848365042,0.11239510820537402,500003000.0,0.0,7.6179847065799795e-06,5e-06,7.174675685835233e-09,0.0,0.0009259371495385566,0.0,2.6161638580087054e-06,0.0,0
397.0,269.1800000000036,456.1907652739113,0.001154387481174135,0.11239376386797129,500003000.0,0.0,7.6251413192509485e-06,5e-06,7.156612670969212e-09,0.0,0.0009285491792235651,0.0,2.6144827525513547e-06,0.0,0
398.0,269.1700000000036,455.84924975501684,0.0011531827254938065,0.11239242525054882,500003000.0,0.0,7.632279960626083e-06,5e-06,7.138641375135155e-09,0.0,0.0009311595389182153,0.0,2.6128027453128443e-06,0.0,0
399.0,269.1600000000036,455.50796690263587,0.0011519830806396847,0.11239109231182187,500003000.0,0.0,7.639400721670214e-06,5e-06,7.1207610441317306e-09,0.0,0.0009337682296540551,0.0,2.6111238340098757e-06,0.0,0
400.0,269.1500000000036,455.16691655767465,0.0011507885098431814,0.11238976501093667,500003000.0,0.0,7.646503692602543e-06,5e-06,7.102970932328103e-09,0.0,0.0009363752524609797,0.0,2.6094460163863457e-06,0.0,0
401.0,269.1400000000036,454.8260985613368,0.001149598976717181,0.11238844330746356,500003000.0,0.0,7.653588962905079e-06,5e-06,7.085270302536666e-09,0.0,0.0009389806083672464,0.0,2.6077692902116626e-06,0.0,0
402.0,269.13000000000363,454.48551275512096,0.001148414445246937,0.11238712716138544,500003000.0,0.0,7.660656621330946e-06,5e-06,7.0676584258670126e-09,0.0,0.0009415842983994867,0.0,2.606093653271339e-06,0.0,0
403.0,269.12000000000364,454.14515898081805,0.0011472348797889609,0.11238581653309887,500003000.0,0.0,7.667706755912578e-06,5e-06,7.050134581630794e-09,0.0,0.000944186323582721,0.0,2.6044191033755074e-06,0.0,0
404.0,269.11000000000365,453.80503708050605,0.0011460602450725776,0.1123845113834141,500003000.0,0.0,7.674739453969842e-06,5e-06,7.03269805726428e-09,0.0,0.0009467866849403919,0.0,2.6027456383733597e-06,0.0,0
405.0,269.10000000000366,453.4651468965503,0.0011448905061772763,0.11238321167353038,500003000.0,0.0,7.681754802117945e-06,5e-06,7.01534814810384e-09,0.0,0.0009493853834943548,0.0,2.601073256112392e-06,0.0,0
406.0,269.09000000000367,453.12548827159793,0.0011437256285484754,0.11238191736505398,500003000.0,0.0,7.688752886275344e-06,5e-06,6.998084157398896e-09,0.0,0.0009519824202649169,0.0,2.5994019544847664e-06,0.0,0
407.0,269.0800000000037,452.78606104857596,0.0011425655779795374,0.11238062841997709,500003000.0,0.0,7.695733791671463e-06,5e-06,6.9809053961190425e-09,0.0,0.000954577796270844,0.0,2.597731731396814e-06,0.0,0
408.0,269.0700000000037,452.44686507068974,0.0011414103206068837,0.11237934480067424,500003000.0,0.0,7.702697602854306e-06,5e-06,6.963811182843275e-09,0.0,0.0009571715125293646,0.0,2.5960625847681003e-06,0.0,0
409.0,269.0600000000037,452.10790018141813,0.00114025982291599,0.11237806646990678,500003000.0,0.0,7.709644403698022e-06,5e-06,6.9468008437169084e-09,0.0,0.0009597635700562045,0.0,2.5943945125551383e-06,0.0,0
410.0,269.0500000000037,451.7691662245128,0.001139114051723844,0.1123767933908042,500003000.0,0.0,7.716574277410289e-06,5e-06,6.9298737122661506e-09,0.0,0.0009623539698655851,0.0,2.5927275127213426e-06,0.0,0
411.0,269.0400000000037,451.43066304399366,0.0011379729741869404,0.11237552552687435,500003000.0,0.0,7.72348730653966e-06,5e-06,6.913029129369823e-09,0.0,0.0009649427129702503,0.0,2.5910615832649584e-06,0.0,0
412.0,269.0300000000037,451.09239048414867,0.0011368365577828499,0.11237426284198082,500003000.0,0.0,7.73038357298273e-06,5e-06,6.896266443071536e-09,0.0,0.0009675298003814648,0.0,2.589396722186674e-06,0.0,0
413.0,269.02000000000373,450.754348389528,0.0011357047703253187,0.11237300530036132,500003000.0,0.0,7.737263157991326e-06,5e-06,6.879585008596927e-09,0.0,0.0009701152331090539,0.0,2.587732927533461e-06,0.0,0
414.0,269.01000000000374,450.4165366049456,0.0011345775799340707,0.11237175286659329,500003000.0,0.0,7.744126142179424e-06,5e-06,6.862984188097244e-09,0.0,0.0009726990121613839,0.0,2.586070197339014e-06,0.0,0
415.0,269.00000000000375,450.0789549754728,0.001133454955058788,0.11237050550562078,500003000.0,0.0,7.750972605530147e-06,5e-06,6.846463350722775e-09,0.0,0.0009752811385454053,0.0,2.5844085296875825e-06,0.0,0
416.0,268.99000000000376,449.74160334643824,0.001132336864454242,0.11236926318272689,500003000.0,0.0,7.757802627402548e-06,5e-06,6.830021872401357e-09,0.0,0.0009778616132666523,0.0,2.5827479226662544e-06,0.0,0
417.0,268.98000000000377,449.40448156342563,0.0011312232771814035,0.11236802586353489,500003000.0,0.0,7.764616286538324e-06,5e-06,6.8136591357757356e-09,0.0,0.0009804404373292483,0.0,2.581088374376329e-06,0.0,0
418.0,268.9700000000038,449.06758947226876,0.0011301141626158806,0.11236679351401757,500003000.0,0.0,7.77141366106851e-06,5e-06,6.797374530185828e-09,0.0,0.0009830176117359448,0.0,2.5794298829613303e-06,0.0,0
419.0,268.9600000000038,448.7309269190523,0.0011290094904221615,0.11236556610046877,500003000.0,0.0,7.778194828519956e-06,5e-06,6.7811674514461715e-09,0.0,0.0009855931374881052,0.0,2.5777724465567767e-06,0.0,0
420.0,268.9500000000038,448.3944937501081,0.0011279092305667149,0.11236434358951852,500003000.0,0.0,7.784959865821816e-06,5e-06,6.765037301858724e-09,0.0,0.0009881670155857333,0.0,2.5761160633285557e-06,0.0,0
421.0,268.9400000000038,448.05828981201347,0.001126813353306666,0.11236312594811859,500003000.0,0.0,7.791708849311895e-06,5e-06,6.748983490079569e-09,0.0,0.0009907392470274766,0.0,2.574460731455387e-06,0.0,0
422.0,268.9300000000038,447.7223149515872,0.0011257218291949034,0.11236191314354982,500003000.0,0.0,7.79844185474298e-06,5e-06,6.73300543108539e-09,0.0,0.0009933098328106559,0.0,2.5728064491487146e-06,0.0,0
